title,city_ascii,state_name,ideology,year,city,state_id,lat,lon
Soleilmoon Recordings,Portland,Oregon,Hate Music,2016,Portland,OR,45.5372,-122.65
Sons of Liberty Media (formerly You Can Run But You Cannot Hide),Annandale,Minnesota,General Hate,2016,Annandale,MN,45.2598,-94.1205
South Africa Project,Converse,Louisiana,White Nationalist,2016,Converse,LA,31.7795,-93.7001
Southern Future,Aiken,South Carolina,Neo-Confederate,2016,Aiken,SC,33.5303,-81.727
Southern National Congress,Alexandria,Virginia,Neo-Confederate,2016,Alexandria,VA,38.8185,-77.0861
Southern National Congress,Jacksonville,Florida,Neo-Confederate,2016,Jacksonville,FL,30.3322,-81.6749
Southern National Congress,Morganton,Georgia,Neo-Confederate,2016,Morganton,GA,34.8749,-84.2442
Southern National Congress,Travelers Rest,South Carolina,Neo-Confederate,2016,Travelers Rest,SC,34.9684,-82.4417
Southern National Congress,West Plains,Missouri,Neo-Confederate,2016,West Plains,MO,36.7378,-91.868
Southern National Congress,Wetumpka,Alabama,Neo-Confederate,2016,Wetumpka,AL,32.5407,-86.2057
Stahlhelm Records,Milwaukee,Wisconsin,Hate Music,2016,Milwaukee,WI,43.064,-87.9669
Stedfast Baptist Church,Fort Worth,Texas,Anti-LGBT,2016,Fort Worth,TX,32.7814,-97.3473
Stop the Islamization of the World,Houston,Texas,Anti-Muslim,2016,Houston,TX,29.7868,-95.3905
Stormfront,West Palm Beach,Florida,White Nationalist,2016,West Palm Beach,FL,26.7467,-80.1314
The Straight Way and More,Venice,Florida,Anti-Muslim,2016,Venice,FL,27.1166,-82.4135
Sultan Knish a blog by Daniel Greenfield,New York,New York,Anti-Muslim,2016,New York,NY,40.6943,-73.9249
TC Family (Traverse City Family),Traverse City,Michigan,Anti-LGBT,2016,Traverse City,MI,44.7547,-85.6035
Team America Political Action Committee,Littleton,Colorado,Anti-Immigrant,2016,Littleton,CO,39.5911,-105.0194
Texas Rebel Knights of the KKK,Quinlan,Texas,Ku Klux Klan,2016,Quinlan,TX,32.909,-96.1312
The Crusaders,Garden City,Kansas,Anti-Muslim,2016,Garden City,KS,37.9755,-100.8529
The Daily Stormer,Amana,Iowa,Neo-Nazi,2016,Amana,IA,41.8025,-91.8741
The Daily Stormer,Asheville,North Carolina,Neo-Nazi,2016,Asheville,NC,35.5706,-82.5537
The Daily Stormer,Austin,Texas,Neo-Nazi,2016,Austin,TX,30.3006,-97.7517
The Daily Stormer,Baltimore,Maryland,Neo-Nazi,2016,Baltimore,MD,39.3051,-76.6144
The Daily Stormer,Brandon,Florida,Neo-Nazi,2016,Brandon,FL,27.9367,-82.3
The Daily Stormer,Burlington,Vermont,Neo-Nazi,2016,Burlington,VT,44.4877,-73.2314
The Daily Stormer,Cambridge,Massachusetts,Neo-Nazi,2016,Cambridge,MA,42.3758,-71.1184
The Daily Stormer,Charlotte,North Carolina,Neo-Nazi,2016,Charlotte,NC,35.2079,-80.8303
The Daily Stormer,Columbus,Ohio,Neo-Nazi,2016,Columbus,OH,39.986,-82.9852
The Daily Stormer,Cullman,Alabama,Neo-Nazi,2016,Cullman,AL,34.1791,-86.8402
The Daily Stormer,Dallas,Texas,Neo-Nazi,2016,Dallas,TX,32.7937,-96.7662
The Daily Stormer,Denver,Colorado,Neo-Nazi,2016,Denver,CO,39.7621,-104.8759
The Daily Stormer,Indianapolis,Indiana,Neo-Nazi,2016,Indianapolis,IN,39.7771,-86.1458
The Daily Stormer,Las Vegas,Nevada,Neo-Nazi,2016,Las Vegas,NV,36.2291,-115.2607
The Daily Stormer,Los Angeles,California,Neo-Nazi,2016,Los Angeles,CA,34.1139,-118.4068
The Daily Stormer,Louisville,Kentucky,Neo-Nazi,2016,Louisville,KY,38.1662,-85.6488
The Daily Stormer,Lowell,Massachusetts,Neo-Nazi,2016,Lowell,MA,42.6389,-71.3217
The Daily Stormer,Mountain View,California,Neo-Nazi,2016,Mountain View,CA,37.4,-122.0796
The Daily Stormer,Nashville,Tennessee,Neo-Nazi,2016,Nashville,TN,36.1714,-86.7844
The Daily Stormer,Orlando,Florida,Neo-Nazi,2016,Orlando,FL,28.4788,-81.342
The Daily Stormer,Philadelphia,Pennsylvania,Neo-Nazi,2016,Philadelphia,PA,40.0076,-75.134
The Daily Stormer,Phoenix,Arizona,Neo-Nazi,2016,Phoenix,AZ,33.5722,-112.0891
The Daily Stormer,Pittsburgh,Pennsylvania,Neo-Nazi,2016,Pittsburgh,PA,40.4396,-79.9763
The Daily Stormer,Raleigh,North Carolina,Neo-Nazi,2016,Raleigh,NC,35.8323,-78.6439
The Daily Stormer,Santa Cruz,California,Neo-Nazi,2016,Santa Cruz,CA,36.9788,-122.0346
The Daily Stormer,Santa Monica,California,Neo-Nazi,2016,Santa Monica,CA,34.0232,-118.4813
The Daily Stormer,Seattle,Washington,Neo-Nazi,2016,Seattle,WA,47.6211,-122.3244
The Daily Stormer,Spokane,Washington,Neo-Nazi,2016,Spokane,WA,47.6671,-117.433
The Daily Stormer,Wichita Falls,Texas,Neo-Nazi,2016,Wichita Falls,TX,33.9072,-98.5293
The Daily Stormer,Worthington,Ohio,Neo-Nazi,2016,Worthington,OH,40.0949,-83.021
The Realist Report,Poway,California,Holocaust Denial,2016,Poway,CA,32.9871,-117.0201
The Right Stuff,Cincinnati,Ohio,White Nationalist,2016,Cincinnati,OH,39.1412,-84.5059
The Right Stuff,Columbus,Ohio,White Nationalist,2016,Columbus,OH,39.986,-82.9852
The Right Stuff,New York,New York,White Nationalist,2016,New York,NY,40.6943,-73.9249
Third Reich Books,Fairbury,Nebraska,Neo-Nazi,2016,Fairbury,NE,40.1438,-97.1765
Tightrope,Calico Rock,Arkansas,Hate Music,2016,Calico Rock,AR,36.1399,-92.1337
Tom Brown Ministries,El Paso,Texas,Anti-LGBT,2016,El Paso,TX,31.8479,-106.4309
Tony Alamo Christian Ministries,Fort Smith,Arkansas,General Hate,2016,Fort Smith,AR,35.3494,-94.3695
Tony Alamo Christian Ministries,Fouke,Arkansas,General Hate,2016,Fouke,AR,33.2615,-93.8864
Tony Alamo Christian Ministries,New York,New York,General Hate,2016,New York,NY,40.6943,-73.9249
Tony Alamo Christian Ministries,Santa Clarita,California,General Hate,2016,Santa Clarita,CA,34.4155,-118.4992
Tradition in Action,Los Angeles,California,Radical Traditional Catholicism,2016,Los Angeles,CA,34.1139,-118.4068
Traditional Values Coalition,Anaheim,California,Anti-LGBT,2016,Anaheim,CA,33.839,-117.8572
Traditional Values Coalition,Washington,District of Columbia,Anti-LGBT,2016,Washington,DC,38.9047,-77.0163
Traditionalist American Knights of the KKK,Hayden,Idaho,Ku Klux Klan,2016,Hayden,ID,47.768,-116.804
Traditionalist American Knights of the KKK,Park Hills,Missouri,Ku Klux Klan,2016,Park Hills,MO,37.8211,-90.505
Traditionalist Worker Party,Columbus,Indiana,Neo-Nazi,2016,Columbus,IN,39.2091,-85.918
Traditionalist Worker Party,Dallas,Texas,Neo-Nazi,2016,Dallas,TX,32.7937,-96.7662
Traditionalist Worker Party,Louisville,Kentucky,Neo-Nazi,2016,Louisville,KY,38.1662,-85.6488
Traditionalist Worker Party,Madisonville,Kentucky,Neo-Nazi,2016,Madisonville,KY,37.341,-87.5033
Traditionalist Worker Party,Murray,Kentucky,Neo-Nazi,2016,Murray,KY,36.6145,-88.3206
Traditionalist Worker Party,Paoli,Indiana,Neo-Nazi,2016,Paoli,IN,38.5572,-86.4699
Traditionalist Worker Party,Philadelphia,Pennsylvania,Neo-Nazi,2016,Philadelphia,PA,40.0076,-75.134
Traditionalist Worker Party,Richmond,Virginia,Neo-Nazi,2016,Richmond,VA,37.5295,-77.4756
Traditionalist Worker Party,Sacramento,California,Neo-Nazi,2016,Sacramento,CA,38.5667,-121.4683
Traditionalist Youth Network,Benson,North Carolina,White Nationalist,2016,Benson,NC,35.3859,-78.5437
Traditionalist Youth Network,Bloomington,Indiana,White Nationalist,2016,Bloomington,IN,39.1637,-86.5256
Traditionalist Youth Network,Paoli,Indiana,White Nationalist,2016,Paoli,IN,38.5572,-86.4699
Treasure Valley Refugee Watch,Meridian,Idaho,Anti-Muslim,2016,Meridian,ID,43.6113,-116.3972
True Light Pentecost Church,Spartanburg,South Carolina,Anti-LGBT,2016,Spartanburg,SC,34.9437,-81.9257
Truth in Love Project,Chattaroy,Washington,Anti-Muslim,2016,Chattaroy,WA,47.8896,-117.3577
Understanding the Threat,Vienna,Virginia,Anti-Muslim,2016,Vienna,VA,38.8996,-77.2597
United Dixie White Knights of the Ku Klux Klan,Leakesville,Mississippi,Ku Klux Klan,2016,Leakesville,MS,31.1545,-88.558
United Dixie White Knights of the Ku Klux Klan,Plantersville,Mississippi,Ku Klux Klan,2016,Plantersville,MS,34.2103,-88.6654
United Families International,Gilbert,Arizona,Anti-LGBT,2016,Gilbert,AZ,33.3103,-111.7463
United Klans of America,Ashland,Alabama,Ku Klux Klan,2016,Ashland,AL,33.2704,-85.8337
United Klans of America,McMinnville,Tennessee,Ku Klux Klan,2016,McMinnville,TN,35.6863,-85.7812
United Northern and Southern Knights of the KKK,East Ellijay,Georgia,Ku Klux Klan,2016,East Ellijay,GA,34.6759,-84.476
United Riot Records,New York,New York,Hate Music,2016,New York,NY,40.6943,-73.9249
The United West,Lake Worth,Florida,Anti-Muslim,2016,Lake Worth,FL,26.6194,-80.059
United White Knights of the KKK,New Boston,Texas,Ku Klux Klan,2016,New Boston,TX,33.4607,-94.4177
US Border Guard,Mesa,Arizona,Anti-Immigrant,2016,Mesa,AZ,33.4017,-111.7181
VDARE Foundation,Warrenton,Virginia,White Nationalist,2016,Warrenton,VA,38.7176,-77.7975
Verity Baptist Church,Sacramento,California,Anti-LGBT,2016,Sacramento,CA,38.5667,-121.4683
Vinland Clothing,Oildale,California,Racist Skinhead,2016,Oildale,CA,35.4249,-119.0279
Virginia Publishing Company,Lynchburg,Virginia,Christian Identity,2016,Lynchburg,VA,37.4003,-79.1908
War On The Horizon,Washington,District of Columbia,Black Nationalist,2016,Washington,DC,38.9047,-77.0163
Washington Summit Publishers,Whitefish,Montana,White Nationalist,2016,Whitefish,MT,48.4332,-114.3592
Weisman Publications,Apple Valley,Minnesota,Christian Identity,2016,Apple Valley,MN,44.7458,-93.2006
Westboro Baptist Church,Topeka,Kansas,Anti-LGBT,2016,Topeka,KS,39.0346,-95.6956
White Aryan Resistance,Warsaw,Indiana,Neo-Nazi,2016,Warsaw,IN,41.2443,-85.8479
White Knights of the Ku Klux Klan of America,Vancouver,Washington,Ku Klux Klan,2016,Vancouver,WA,45.6352,-122.597
White New York,Rochester,New York,White Nationalist,2016,Rochester,NY,43.168,-77.6162
White Rabbit Radio,Dearborn Heights,Michigan,White Nationalist,2016,Dearborn Heights,MI,42.3164,-83.2769
Windsor Hills Baptist Church,Oklahoma City,Oklahoma,Anti-LGBT,2016,Oklahoma City,OK,35.4676,-97.5136
Wolf Tyr Productions,Holbrook,New York,Hate Music,2016,Holbrook,NY,40.7944,-73.0707
Wolves of Vinland,Lynchburg,Virginia,Neo-Volkisch,2016,Lynchburg,VA,37.4003,-79.1908
World Congress of Families/International Organization for the Family,Rockford,Illinois,Anti-LGBT,2016,Rockford,IL,42.2598,-89.0641
WTM Enterprises,Roanoke,Indiana,White Nationalist,2016,Roanoke,IN,40.964,-85.3761
Yahushua Dual Seed Christian Identity Ministry,Livingston,Texas,Christian Identity,2016,Livingston,TX,30.71,-94.9381
211 Bootboys,New York,New York,General Hate,2017,New York,NY,40.6943,-73.9249
a2z Publications,Las Vegas,Nevada,General Hate,2017,Las Vegas,NV,36.2291,-115.2607
Abiding Truth Ministries,Springfield,Massachusetts,Anti-LGBT,2017,Springfield,MA,42.1155,-72.5395
AC Skins,Atlantic City,New Jersey,Racist Skinhead,2017,Atlantic City,NJ,39.3797,-74.4527
ACT for America,Austin,Texas,Anti-Muslim,2017,Austin,TX,30.3006,-97.7517
ACT for America,Baton Rouge,Louisiana,Anti-Muslim,2017,Baton Rouge,LA,30.4423,-91.1314
ACT for America,Bear,Delaware,Anti-Muslim,2017,Bear,DE,39.6188,-75.6804
ACT for America,Boston,Massachusetts,Anti-Muslim,2017,Boston,MA,42.3188,-71.0846
ACT for America,Calabasas,California,Anti-Muslim,2017,Calabasas,CA,34.1375,-118.6689
ACT for America,Cincinnati,Ohio,Anti-Muslim,2017,Cincinnati,OH,39.1412,-84.5059
ACT for America,Cleveland,Ohio,Anti-Muslim,2017,Cleveland,OH,41.4767,-81.6805
ACT for America,Columbus,Ohio,Anti-Muslim,2017,Columbus,OH,39.986,-82.9852
ACT for America,Corona,California,Anti-Muslim,2017,Corona,CA,33.862,-117.5644
ACT for America,Denver,Colorado,Anti-Muslim,2017,Denver,CO,39.7621,-104.8759
ACT for America,Des Moines,Iowa,Anti-Muslim,2017,Des Moines,IA,41.5725,-93.6104
ACT for America,Des Plaines,Illinois,Anti-Muslim,2017,Des Plaines,IL,42.0344,-87.9008
ACT for America,Evansville,Indiana,Anti-Muslim,2017,Evansville,IN,37.9882,-87.5339
ACT for America,Fayetteville,North Carolina,Anti-Muslim,2017,Fayetteville,NC,35.0846,-78.9776
ACT for America,Heathrow,Florida,Anti-Muslim,2017,Heathrow,FL,28.7754,-81.3721
ACT for America,Houston,Texas,Anti-Muslim,2017,Houston,TX,29.7868,-95.3905
ACT for America,Jacksonville,Florida,Anti-Muslim,2017,Jacksonville,FL,30.3322,-81.6749
ACT for America,Jonesboro,Arkansas,Anti-Muslim,2017,Jonesboro,AR,35.8212,-90.6795
ACT for America,Kalispell,Montana,Anti-Muslim,2017,Kalispell,MT,48.2155,-114.3262
ACT for America,Kansas City,Missouri,Anti-Muslim,2017,Kansas City,MO,39.1239,-94.5541
ACT for America,Knoxville,Tennessee,Anti-Muslim,2017,Knoxville,TN,35.9692,-83.9495
ACT for America,Lafayette,Indiana,Anti-Muslim,2017,Lafayette,IN,40.3991,-86.8594
ACT for America,Laguna Woods,California,Anti-Muslim,2017,Laguna Woods,CA,33.6099,-117.7299
ACT for America,Leesburg,Virginia,Anti-Muslim,2017,Leesburg,VA,39.1058,-77.5544
ACT for America,Lewisville,Texas,Anti-Muslim,2017,Lewisville,TX,33.0453,-96.9823
ACT for America,Los Angeles,California,Anti-Muslim,2017,Los Angeles,CA,34.1139,-118.4068
ACT for America,Memphis,Tennessee,Anti-Muslim,2017,Memphis,TN,35.1047,-89.9773
ACT for America,Meridian,Idaho,Anti-Muslim,2017,Meridian,ID,43.6113,-116.3972
ACT for America,Minneapolis,Minnesota,Anti-Muslim,2017,Minneapolis,MN,44.9635,-93.2678
ACT for America,Mission Viejo,California,Anti-Muslim,2017,Mission Viejo,CA,33.6095,-117.6551
ACT for America,Nashua,New Hampshire,Anti-Muslim,2017,Nashua,NH,42.7491,-71.491
ACT for America,Rapid City,South Dakota,Anti-Muslim,2017,Rapid City,SD,44.0716,-103.2205
ACT for America,Santa Clarita,California,Anti-Muslim,2017,Santa Clarita,CA,34.4155,-118.4992
ACT for America,Silverton,Oregon,Anti-Muslim,2017,Silverton,OR,45.003,-122.7808
ACT for America,Spokane Valley,Washington,Anti-Muslim,2017,Spokane Valley,WA,47.6625,-117.2346
ACT for America,Terre Haute,Indiana,Anti-Muslim,2017,Terre Haute,IN,39.4654,-87.3763
ACT for America,Tucson,Arizona,Anti-Muslim,2017,Tucson,AZ,32.1546,-110.8782
ACT for America,Virginia Beach,Virginia,Anti-Muslim,2017,Virginia Beach,VA,36.7335,-76.0435
ACT for America,Washington,District of Columbia,Anti-Muslim,2017,Washington,DC,38.9047,-77.0163
ACT for America,Whitehall,Montana,Anti-Muslim,2017,Whitehall,MT,45.8709,-112.0975
Aggressive Christianity,Fence Lake,New Mexico,General Hate,2017,Fence Lake,NM,34.669,-108.6801
All Eyes On Egypt Bookstore,Newark,New Jersey,Black Nationalist,2017,Newark,NJ,40.7245,-74.1725
All Eyes on Egipt Bookstore,Cleveland,Ohio,Black Nationalist,2017,Cleveland,OH,41.4767,-81.6805
All Eyes on Egipt Bookstore,Decatur,Georgia,Black Nationalist,2017,Decatur,GA,33.7711,-84.2968
All Eyes on Egipt Bookstore,Detroit,Michigan,Black Nationalist,2017,Detroit,MI,42.3834,-83.1024
All Eyes on Egipt Bookstore,Orlando,Florida,Black Nationalist,2017,Orlando,FL,28.4788,-81.342
All Eyes On Egipt Bookstore,Chicago,Illinois,Black Nationalist,2017,Chicago,IL,41.8373,-87.6861
All Eyes On Egipt Bookstore,Brooklyn,New York,Black Nationalist,2017,Brooklyn,NY,40.6501,-73.9496
All Eyes On Egypt Bookstore,Macon,Georgia,Black Nationalist,2017,Macon,GA,32.8407,-83.6324
Alliance Defending Freedom,Scottsdale,Arizona,Anti-LGBT,2017,Scottsdale,AZ,33.6872,-111.865
Alternative Right,Atlanta,Georgia,White Nationalist,2017,Atlanta,GA,33.7626,-84.4228
AltRight Corporation,Alexandria,Virginia,White Nationalist,2017,Alexandria,VA,38.8185,-77.0861
Ambassadors of Christ,Brooklyn,New York,Black Nationalist,2017,Brooklyn,NY,40.6501,-73.9496
America First Committee,Lyons,Illinois,Neo-Nazi,2017,Lyons,IL,41.8121,-87.8192
America's Promise Ministries,Sandpoint,Idaho,Christian Identity,2017,Sandpoint,ID,48.2832,-116.5613
American Border Patrol,Sierra Vista,Arizona,Anti-Immigrant,2017,Sierra Vista,AZ,31.563,-110.3153
American Children First,Torrance,California,Anti-Immigrant,2017,Torrance,CA,33.8346,-118.3417
American Clarion,Rapid City,South Dakota,General Hate,2017,Rapid City,SD,44.0716,-103.2205
American College of Pediatricians,Gainesville,Florida,Anti-LGBT,2017,Gainesville,FL,29.6808,-82.3455
American Family Association,Franklin,Pennsylvania,Anti-LGBT,2017,Franklin,PA,41.3936,-79.8425
American Family Association,Tupelo,Mississippi,Anti-LGBT,2017,Tupelo,MS,34.2691,-88.7318
American Free Press,Upper Marlboro,Maryland,General Hate,2017,Upper Marlboro,MD,38.8172,-76.7546
American Freedom Alliance,Los Angeles,California,Anti-Muslim,2017,Los Angeles,CA,34.1139,-118.4068
American Freedom Defense Initiative,New York,New York,Anti-Muslim,2017,New York,NY,40.6943,-73.9249
American Freedom Law Center,Ann Arbor,Michigan,Anti-Muslim,2017,Ann Arbor,MI,42.2755,-83.7312
American Freedom Party,Granbury,Texas,White Nationalist,2017,Granbury,TX,32.4483,-97.7685
American Freedom Party,Los Angeles,California,White Nationalist,2017,Los Angeles,CA,34.1139,-118.4068
American Freedom Party,New York,New York,White Nationalist,2017,New York,NY,40.6943,-73.9249
American Immigration Control Foundation/Americans for Immigration Control,Monterey,Virginia,Anti-Immigrant,2017,Monterey,VA,38.4116,-79.5809
American Nazi Party,Westland,Michigan,Neo-Nazi,2017,Westland,MI,42.3192,-83.3805
American Public Policy Alliance,Washington,District of Columbia,Anti-Muslim,2017,Washington,DC,38.9047,-77.0163
American Renaissance/New Century Foundation,Oakton,Virginia,White Nationalist,2017,Oakton,VA,38.8887,-77.3017
American Vikings,Danville,Illinois,Racist Skinhead,2017,Danville,IL,40.1423,-87.6114
American Vision,Powder Springs,Georgia,Anti-LGBT,2017,Powder Springs,GA,33.866,-84.6838
Americans for America,Englewood,Colorado,Anti-Muslim,2017,Englewood,CO,39.6468,-104.9942
Americans for Legal Immigration (ALIPAC),Raleigh,North Carolina,Anti-Immigrant,2017,Raleigh,NC,35.8323,-78.6439
Americans for Truth About Homosexuality,Naperville,Illinois,Anti-LGBT,2017,Naperville,IL,41.7483,-88.1657
Ancient Egyptian Distribution Company,Jersey City,New Jersey,Black Nationalist,2017,Jersey City,NJ,40.7161,-74.0682
Army of Israel,Dayton,Ohio,Black Nationalist,2017,Dayton,OH,39.7797,-84.1998
Aryan Nations Sadistic Souls MC,Canton,Illinois,Neo-Nazi,2017,Canton,IL,40.5632,-90.0409
Aryan Nations Sadistic Souls MC,Grovespring,Missouri,Neo-Nazi,2017,Grovespring,MO,37.3998,-92.6096
Aryan Nations Sadistic Souls MC,Wood River,Illinois,Neo-Nazi,2017,Wood River,IL,38.8633,-90.0773
Aryan Nations Worldwide,Villa Rica,Georgia,Neo-Nazi,2017,Villa Rica,GA,33.7305,-84.917
Aryan Strikeforce,Phillipsburg,New Jersey,Racist Skinhead,2017,Phillipsburg,NJ,40.6895,-75.1821
As-Sabiqun,Washington,District of Columbia,General Hate,2017,Washington,DC,38.9047,-77.0163
Asatru Folk Assembly,Brownsville,California,Neo-Volkisch,2017,Brownsville,CA,39.4732,-121.2691
ATLAH World Missionary Church (All The Land Anointed Holy),New York,New York,Anti-LGBT,2017,New York,NY,40.6943,-73.9249
Auburn White Student Union,Auburn,Alabama,White Nationalist,2017,Auburn,AL,32.6084,-85.4897
"Barnes Review/Foundation for Economic Liberty, Inc.",Upper Marlboro,Maryland,Holocaust Denial,2017,Upper Marlboro,MD,38.8172,-76.7546
Be Active Front USA,Philadelphia,Pennsylvania,Racist Skinhead,2017,Philadelphia,PA,40.0076,-75.134
Behold Barbarity Records & Distro,Plymouth,Minnesota,Hate Music,2017,Plymouth,MN,45.0224,-93.4615
Bible Believers Fellowship,Worthington,Ohio,Anti-LGBT,2017,Worthington,OH,40.0949,-83.021
Black Riders Liberation Party,Houston,Texas,Black Nationalist,2017,Houston,TX,29.7868,-95.3905
Black Riders Liberation Party,Las Vegas,Nevada,Black Nationalist,2017,Las Vegas,NV,36.2291,-115.2607
Black Riders Liberation Party,Los Angeles,California,Black Nationalist,2017,Los Angeles,CA,34.1139,-118.4068
Black Riders Liberation Party,New York,New York,Black Nationalist,2017,New York,NY,40.6943,-73.9249
Black Riders Liberation Party,Oakland,California,Black Nationalist,2017,Oakland,CA,37.7903,-122.2165
Black Riders Liberation Party,Portland,Oregon,Black Nationalist,2017,Portland,OR,45.5372,-122.65
Bob's Underground Graduate Seminar/BUGS,Columbia,South Carolina,White Nationalist,2017,Columbia,SC,34.037,-80.9042
Bomb Islam,Phoenix,Arizona,Anti-Muslim,2017,Phoenix,AZ,33.5722,-112.0891
Borderkeepers of Alabama,Birmingham,Alabama,Anti-Immigrant,2017,Birmingham,AL,33.5276,-86.7988
The Brother Nathanael Foundation,Priest River,Idaho,General Hate,2017,Priest River,ID,48.1782,-116.8841
Bureau on American Islamic Relations,Irving,Texas,Anti-Muslim,2017,Irving,TX,32.8584,-96.9702
Californians for Population Stabilization,Santa Barbara,California,Anti-Immigrant,2017,Santa Barbara,CA,34.4285,-119.7202
Campaign for Radical Truth in History,Coeur d'Alene,Idaho,Holocaust Denial,2017,Coeur d'Alene,ID,47.7039,-116.7933
The Campus Ministry USA,Terre Haute,Indiana,Anti-LGBT,2017,Terre Haute,IN,39.4654,-87.3763
carolynyeager.net,Kerrville,Texas,Holocaust Denial,2017,Kerrville,TX,30.0399,-99.1319
"Catholic Family News/Catholic Family Ministries, Inc.",Niagara Falls,New York,Radical Traditional Catholicism,2017,Niagara Falls,NY,43.0921,-79.0147
Center for Family and Human Rights (C-FAM),New York,New York,Anti-LGBT,2017,New York,NY,40.6943,-73.9249
Center for Family and Human Rights (C-FAM),Washington,District of Columbia,Anti-LGBT,2017,Washington,DC,38.9047,-77.0163
Center for Immigration Studies,Washington,District of Columbia,Anti-Immigrant,2017,Washington,DC,38.9047,-77.0163
Center for Security Policy,Washington,District of Columbia,Anti-Muslim,2017,Washington,DC,38.9047,-77.0163
Chalcedon Foundation,Vallecito,California,Anti-LGBT,2017,Vallecito,CA,38.074,-120.4563
Chick Publications,Ontario,California,General Hate,2017,Ontario,CA,34.0393,-117.6064
Christian Action Network,Forest,Virginia,Anti-Muslim,2017,Forest,VA,37.3728,-79.2831
Christian America Ministries,Greensburg,Louisiana,Christian Identity,2017,Greensburg,LA,30.83,-90.6698
Christian Civil Rights Watch,Colorado Springs,Colorado,Anti-LGBT,2017,Colorado Springs,CO,38.8674,-104.7606
Christian Revival Center,Harrison,Arkansas,Christian Identity,2017,Harrison,AR,36.2437,-93.1197
Church of Israel,Schell City,Missouri,Christian Identity,2017,Schell City,MO,38.0192,-94.1167
Church of the American Christian Knights,Moselle,Mississippi,Ku Klux Klan,2017,Moselle,MS,31.5024,-89.2789
Church of the National Knights of the Ku Klux Klan,Panama,New York,Ku Klux Klan,2017,Panama,NY,42.0747,-79.485
Citizens for National Security,Boca Raton,Florida,Anti-Muslim,2017,Boca Raton,FL,26.3749,-80.1077
Citizens for the St. Croix Valley,Hudson,Wisconsin,Anti-Muslim,2017,Hudson,WI,44.964,-92.7319
Citizens' Action Group of South Florida,Hollywood,Florida,Anti-Muslim,2017,Hollywood,FL,26.0293,-80.1678
Clarion Project,Washington,District of Columbia,Anti-Muslim,2017,Washington,DC,38.9047,-77.0163
Colorado Alliance for Immigration Reform,Lakewood,Colorado,Anti-Immigrant,2017,Lakewood,CO,39.6978,-105.1168
Committee for Open Debate on the Holocaust,Mill Valley,California,Holocaust Denial,2017,Mill Valley,CA,37.9085,-122.542
Committee for Open Debate on the Holocaust,York,Pennsylvania,Holocaust Denial,2017,York,PA,39.9651,-76.7315
Committee to End the CSI Refugee Center,Buhl,Idaho,Anti-Muslim,2017,Buhl,ID,42.5985,-114.7596
Concerned Citizens and Friends of Illegal Immigration Law Enforcement,Framingham,Massachusetts,General Hate,2017,Framingham,MA,42.3085,-71.4368
Confederate White Knights of the Ku Klux Klan,Auburn,Indiana,Ku Klux Klan,2017,Auburn,IN,41.3666,-85.056
Confederate White Knights of the Ku Klux Klan,Rosedale,Maryland,Ku Klux Klan,2017,Rosedale,MD,39.3266,-76.5084
Confederate White Knights of the Ku Klux Klan,Sikeston,Missouri,Ku Klux Klan,2017,Sikeston,MO,36.8875,-89.587
Conservative Forum of Silicon Valley,Cupertino,California,Anti-Muslim,2017,Cupertino,CA,37.3168,-122.0465
Conservative Republicans of Texas,Houston,Texas,Anti-LGBT,2017,Houston,TX,29.7868,-95.3905
Council of Conservative Citizens,Jefferson,Maryland,White Nationalist,2017,Jefferson,MD,39.3661,-77.5409
Council of Conservative Citizens,Potosi,Missouri,White Nationalist,2017,Potosi,MO,37.9337,-90.775
Counter Jihad Coalition,Santa Monica,California,Anti-Muslim,2017,Santa Monica,CA,34.0232,-118.4813
Counter Terrorism Cell,Las Vegas,Nevada,Anti-Muslim,2017,Las Vegas,NV,36.2291,-115.2607
Counter-Currents Publishing,New York,New York,White Nationalist,2017,New York,NY,40.6943,-73.9249
Counter-Currents Publishing,San Francisco,California,White Nationalist,2017,San Francisco,CA,37.7562,-122.443
Counter-Currents Publishing,Seattle,Washington,White Nationalist,2017,Seattle,WA,47.6211,-122.3244
Covenant Nation Church of the Lord Jesus Christ,Center Point,Alabama,Christian Identity,2017,Center Point,AL,33.6447,-86.6851
Covenant People's Ministry,Brooks,Georgia,Christian Identity,2017,Brooks,GA,33.2925,-84.4588
The Creativity Movement,Bloomington,Illinois,Neo-Nazi,2017,Bloomington,IL,40.4757,-88.9705
The Creativity Movement,Brookings,South Dakota,Neo-Nazi,2017,Brookings,SD,44.3022,-96.7859
Cultural Studies Press,New York,New York,General Hate,2017,New York,NY,40.6943,-73.9249
Culture Wars/Fidelity Press,South Bend,Indiana,Radical Traditional Catholicism,2017,South Bend,IN,41.6771,-86.2692
Cultures In Context Incorporated/Turning Point Project,Immokalee,Florida,Anti-Muslim,2017,Immokalee,FL,26.4253,-81.4251
D. James Kennedy Ministries (formerly Truth in Action),Fort Lauderdale,Florida,Anti-LGBT,2017,Fort Lauderdale,FL,26.1412,-80.1464
The Daily Stormer,Worthington,Ohio,Neo-Nazi,2017,Worthington,OH,40.0949,-83.021
David Horowitz Freedom Center,Los Angeles,California,Anti-Muslim,2017,Los Angeles,CA,34.1139,-118.4068
Deir Yassin Remembered,Ann Arbor,Michigan,Holocaust Denial,2017,Ann Arbor,MI,42.2755,-83.7312
